"@UnboxTherapy @GoDaddy   IPhone X #GoDaddyGiveaway
 IPhone X",12/2/2017 23:59,2,0,2
i saw my face on the iPhone x camera https://t.co/qXVtdz97et,12/2/2017 23:59,101,0,3
RT @NeowinFeed: Face ID on the iPhone X might not be available after the iOS 11.2 update https://t.co/Uq0YHBad73 https://t.co/OpHB64kT9V,12/2/2017 23:59,2077,0,1
"RT @TheiCollection: #CONCOURS #LeNoelDeJB 

Gagne un iPhone X ! 

1?????? Follow @TheiCollection 
2?????? ReTweet ce tweet 
3?????? Look ??a : https://t?€?",12/2/2017 23:59,51,0,2
RT @Apple: Say hello to the future.??Order iPhone X.,12/2/2017 23:59,73,0,3
@abritinthebay I've no doubt the iPhone X is the best overall phone right now. I'm just ready for a change. Been no?€? https://t.co/pNV27LKM2E,12/2/2017 23:59,295,0,3
"*GIVEAWAY*: I just entered a ""iPhone X Giveaway Worldwide!  "" giveaway through https://t.co/0LI8NDF5gV. Go! Go! #VerifiedGiveaway",12/2/2017 23:59,324,1,2
IPHONE X GIVEAWAY WINNERS!!! - 2017 OPEN!: https://t.co/CLnQD771Zd via @YouTube,12/2/2017 23:59,3060,2,2
RT @_lpha: just seen myself on the iPhone X front camera. my next phone will be a 4S,12/2/2017 23:58,1210,0,1
@benChampPhoto I never loved a generation of iPhone upgrade as much as the 7 (regular size)... only complaint was n?€? https://t.co/lmCGUK2qV9,12/2/2017 23:58,655,2,3
RT @SnazzyQ: Don't buy iPhone X. https://t.co/bUkAR1tX1I,12/2/2017 23:58,445,0,1
Check out First Rung for your chance to win an iPhone X and &amp;pound https://t.co/BGHDUkPnw3,12/2/2017 23:58,1053,0,2
"@OneTruueGod @CODEX911 @b0ttle88 @Uphinker @ivalonn @MKBHD really,look it up iphone x barley beated it",12/2/2017 23:58,12,0,1
Help me win this awesome giveaway from @oakiwear! https://t.co/QRwUvU3dct,12/2/2017 23:58,551,1,2
"RT @MKBHD: 1: Galaxy Note 8
2: Pixel 2
3: iPhone X",12/2/2017 23:58,11,0,2
RT @kingmattdxddy: Me tryna open my iPhone X https://t.co/JKdMc6ShvN,12/2/2017 23:58,107,0,1
@LaPili_ @clarochile_cl Donaron 300 iPhone X,12/2/2017 23:58,68,0,2
RT @UnboxTherapy: Here?€?s your chance to win 1 of 3 flagship smartphones of your choice?€? Follow @UnboxTherapy and @GoDaddy + RT this tweet t?€?,12/2/2017 23:58,277,0,2
"Beautiful shot of full moon behind cross. Noticed the visibility was great, iPhone X camera?€? https://t.co/YqkYD6F675",12/2/2017 23:58,2428,0,3
RT @UnboxTherapy: Here?€?s your chance to win 1 of 3 flagship smartphones of your choice?€? Follow @UnboxTherapy and @GoDaddy + RT this tweet t?€?,12/2/2017 23:58,1,0,2
"RT @devwindsor: You guys ! I??? have the iPhone x and every minute I??? use it, it clicks out and resets like this. I??? tried to reset my settin?€?",12/2/2017 23:58,7733,0,2
"RT @MKBHD: 1: Galaxy Note 8
2: Pixel 2
3: iPhone X",12/2/2017 23:58,0,0,3
@MemeKingSupreme @TheCooleeBravo My theory: his iPhone x died so he had to resort to his android burner phone,12/2/2017 23:57,921,70,1
"RT @twinsshirt: Duluth, MN are you ready to for the best value in wireless!? Lines 3-5 free and 50% off the new iPhone X, 8 &amp; 8+!! https://?€?",12/2/2017 23:57,267,0,3
RT @_lpha: just seen myself on the iPhone X front camera. my next phone will be a 4S,12/2/2017 23:57,977,0,1
RT @izzydinero2: The iphone x is worth every penny,12/2/2017 23:57,366,0,3
"How Samsung Will Beat The iPhone X: All-Screen Displays, Flexible Bodies, And Graphene Batteries?€? https://t.co/mfVxegWiSU",12/2/2017 23:57,262,2,2
"RT @MKBHD: 1: Galaxy Note 8
2: Pixel 2
3: iPhone X",12/2/2017 23:57,79,0,2
"RT @coach_thomas11: Guys....
Quick sale
Iphone X (UNLOCKED)
64gig
Ghc 4000

Kindly retweet, my buyer may be on your TL..
Thanks",12/2/2017 23:57,1123,0,2
Am...am I a ghost? I seem to be the only one having problems getting recognized by my new iPhone X.,12/2/2017 23:57,36868,333,1
RT @_lpha: just seen myself on the iPhone X front camera. my next phone will be a 4S,12/2/2017 23:57,815,0,1
The iphone x is worth every penny,12/2/2017 23:57,231,0,3
"RT @MKBHD: 1: Galaxy Note 8
2: Pixel 2
3: iPhone X",12/2/2017 23:57,247,0,2
Trying to import MOV files from your iPhone or iPad into Final Cut Pro X without success? It's a compatibility bug.?€? https://t.co/5cd7bNfw7Y,12/2/2017 23:57,24220,0,1
RT @IvyKungu: Unedited iPhone 6s front cam vs unedited iPhone X front cam ???€ https://t.co/wpdnzrD60n,12/2/2017 23:56,394,0,3
@ShinySeven7 that is the iPhone X layout. however the new update for the resolution is buggy and messed up. it?€?s annoying...,12/2/2017 23:56,67,0,1
Help me win this awesome giveaway from @oakiwear! https://t.co/QqP9XXa018,12/2/2017 23:56,9,1,2
@edmundmcmillen will isaac on ios get an iphone x update?,12/2/2017 23:55,106,0,2
The one on the top of the iPhone X. https://t.co/8Qkz5KJ2mg,12/2/2017 23:55,277,0,2
