"Y’all i dropped my iPhone X 🤦🏿‍♂️, i was hurt asf when i seen that crack.",2017-12-06 23:56:52,130,0,1
"RT @CaseyNeistat: I left my iPhone X in a cab. I didn't really like it anyway. If you need my I still have my galaxy phone.  also.  fcuk, I…",2017-12-06 23:56:46,1241,0,2
@iPhoneTeam They need a iPhone X plus,2017-12-06 23:56:45,570,7,3
"RT @CaseyNeistat: I left my iPhone X in a cab. I didn't really like it anyway. If you need my I still have my galaxy phone.  also.  fcuk, I…",2017-12-06 23:56:36,406,0,2
"Apple Now Selling Unlocked, SIM-Free iPhone X https://t.co/WFpueiETwF https://t.co/Mv3Wipxg5s",2017-12-06 23:56:35,9472,0,2
"RT @ahjaesshi: 171206 CLEAN fansign
melting blue says jaehwan received the iphone x gift, just so happens the lcd screen of jaehwan's phone…",2017-12-06 23:56:34,412,0,2
"RT @MrSmoothEMT: The styles that my iPhone is doing yeah, kmt. 

I’m convinced that Apple purposely slow down people’s phones when they rel…",2017-12-06 23:56:33,996,0,1
RT @_yerikac: me after i sliced my mans face off so i can unlock his iphone x https://t.co/84KUmLBjWB,2017-12-06 23:56:33,200,0,2
iPhone X naked is wild sexy.,2017-12-06 23:56:22,624,0,3
iPhone X Review | Test Results - Consumer Reports - https://t.co/RKx6dFyG8M ☄ #vrai777 ⛱ $v #mobile ✈︎ #tech https://t.co/R3rIjazEqZ,2017-12-06 23:56:12,7977,0,1
"iPhone X Falls Behind Galaxy S8, Galaxy Note 8, And Even iPhone 8: Consumer Reports https://t.co/pIedex9f3L",2017-12-06 23:56:10,52010,0,1
Caption contest: What do you think Tim Cook is showing Canada PM Justin Trudeau on his iPhone X in this image?… https://t.co/1OOCLxAVlb,2017-12-06 23:56:09,52010,0,2
"RT @MADBLACKTHOT: Me when y’all put them long ass, 120-yard iPhone X screenshots on my timeline https://t.co/dkCx2ixdA7",2017-12-06 23:56:00,255,0,2
Survived my first @RoyLilley #HealthChat. Congratulations on owning an iPhone X 🙃📱 https://t.co/FqIyIbAqZD,2017-12-06 23:55:59,265,4,3
Well guess who got an iPhone X y’all😂😂😂 https://t.co/Us6jy2e9J0,2017-12-06 23:55:56,197,0,3
"You can now use other email services in Gmail for iOS—plus, iPhone X support - Ars Technica https://t.co/1Qt3jtVPyg",2017-12-06 23:55:54,1938,0,3
iPhone X!!!,2017-12-06 23:55:48,653,0,3
RT @kvnlzga: I want el iPhone X y un Apple Watch de navidaddd,2017-12-06 23:55:29,300,0,2
The iPhone X Giveaway | Mashable Shop https://t.co/qbyoKV97rS via @mashable,2017-12-06 23:55:29,1214,0,2
Very disappointed that no one has used animoji thing on iPhone X with all star smash mouth yet,2017-12-06 23:55:22,538,1,1
"RT @JOEdotie: Follow &amp; RT for your chance to win a brand new iPhone X! 📱🙌

#JOEGiveaway https://t.co/7pFn2ybgyJ",2017-12-06 23:55:20,1627,0,3
"RT @CaseyNeistat: I left my iPhone X in a cab. I didn't really like it anyway. If you need my I still have my galaxy phone.  also.  fcuk, I…",2017-12-06 23:55:17,40,0,1
"RT @CaseyNeistat: I left my iPhone X in a cab. I didn't really like it anyway. If you need my I still have my galaxy phone.  also.  fcuk, I…",2017-12-06 23:55:11,229,0,1
@MD_Evolved Changed my mind. iPhone X instead. I didn't realize there was a difference between the 8 and X 😐,2017-12-06 23:55:04,66,0,1
"RT @TheiCollection: #CONCOURS #LeNoelDeJB 

Gagne un iPhone X ! 

1️⃣ Follow @TheiCollection 
2️⃣ ReTweet ce tweet 
3️⃣ Look ça : https://t…",2017-12-06 23:54:59,6,0,2
"RT @ahjaesshi: 171206 CLEAN fansign
melting blue says jaehwan received the iphone x gift, just so happens the lcd screen of jaehwan's phone…",2017-12-06 23:54:57,452,0,1
@MailOnline I am very happy with my iPhone X. It’s much better than iPhone 8 for sure!,2017-12-06 23:54:52,515,1,1
Okay I don’t want an iPhone X (aka can’t afford) but could someone let me play with that animoji thing I’m dying to try it.,2017-12-06 23:54:50,94,0,1
I need someone with an iPhone X to take pics of me 🙇🏽‍♀️,2017-12-06 23:54:31,14,0,3
.@CesiumApp for iPhone X soon pleaseeeeeeeee.,2017-12-06 23:54:26,453,0,3
Skype now supports iPhone X https://t.co/hwNiakUd3V,2017-12-06 23:54:25,72435,4,3
"RT @CaseyNeistat: I left my iPhone X in a cab. I didn't really like it anyway. If you need my I still have my galaxy phone.  also.  fcuk, I…",2017-12-06 23:54:21,67,0,1
"Hey @ScotiabankHelps, I've had my  iPhone X for a few weeks now just wondering if your tech team is working on the… https://t.co/TKX4Oqpf88",2017-12-06 23:54:13,80,0,2
@BadabunOficial @YouTube #Rayito iPhone X❤,2017-12-06 23:54:08,512,0,3
I want el iPhone X y un Apple Watch de navidaddd,2017-12-06 23:54:00,609,1,1
"RT @MoviePass: AND if you can get the most retweets of this in the next 48 hours, we'll send you a brand new iPhone X.  Seriously.",2017-12-06 23:53:57,31,0,3
The iPhone X is kind of useless. I don’t see why it’s that much better than the 8 🤔,2017-12-06 23:53:52,2869,7,1
"RT @CaseyNeistat: I left my iPhone X in a cab. I didn't really like it anyway. If you need my I still have my galaxy phone.  also.  fcuk, I…",2017-12-06 23:53:50,355,0,3
@ynab Any update for iPhone X screen support? 😊,2017-12-06 23:53:49,74,0,2
"A tale as old as time...
Shot on iPhone X
•
•
•
•
#disney #waltdisneyworld #walt #disney… https://t.co/h62PRq9vE8",2017-12-06 23:53:49,744,0,2
RT @GameAnim: Using iPhone X With Maya For Quick And Cheap Facial Capture https://t.co/Liu9SQAmEJ,2017-12-06 23:53:47,68,0,3
