"RT @ramsdavid: Congrats to the first costumer of iPhone X by Power Mac Center, Greenbelt 3 #pcmiphonex https://t.co/N7YU9OLogF",11/30/2017 23:59,29,0,3
RT @iambmc: I am with the new media influencer of iPhone X. Love you bibi gurl @mainedcm you are really blessed proud of YOU  #ALDUBSaHirap?€?,11/30/2017 23:59,245,0,2
RT @NDF_INTL_OFC: Maine and IPhone X ???????????????????????????? perfect #ALDUBPaRin #ALDUBSaHirapAtGinhawa https://t.co/yId8FblSub,11/30/2017 23:59,35,0,3
"Isaac got his iPhone X before me, so you bet your bottom dollar I?€?m pouting",11/30/2017 23:59,284,2,2
"RT @gxdofsins: Yo as soon as Apple started naming phones with letters, things have been getting more hectic. They came out with the iPhone,?€?",11/30/2017 23:59,1879,0,2
david got his new iPhone X and now i have to wait for it to restore so he can reply :(,11/30/2017 23:59,368,2,1
RT @iambmc: I am with the new media influencer of iPhone X. Love you bibi gurl @mainedcm you are really blessed proud of YOU  #ALDUBSaHirap?€?,11/30/2017 23:59,349,0,2
"RT @ramsdavid: Congrats to the first costumer of iPhone X by Power Mac Center, Greenbelt 3 #pcmiphonex https://t.co/N7YU9OLogF",11/30/2017 23:59,38,0,3
I liked a @YouTube video https://t.co/0fERVO4ttS iPhone X: The reason why I'm saying Goodbye to it,11/30/2017 23:59,171,0,1
"RT @MKBHD: My dream Frankenstein phone from 2017 flagships:

Galaxy Note 8 display + body
Pixel 2 cameras + software
iPhone X CPU/GPU
Razer?€?",11/30/2017 23:59,7,0,2
"RT @MKBHD: My dream Frankenstein phone from 2017 flagships:

Galaxy Note 8 display + body
Pixel 2 cameras + software
iPhone X CPU/GPU
Razer?€?",11/30/2017 23:59,166,0,2
"RT @MKBHD: My dream Frankenstein phone from 2017 flagships:

Galaxy Note 8 display + body
Pixel 2 cameras + software
iPhone X CPU/GPU
Razer?€?",11/30/2017 23:59,248,0,2
i need a iphone x for christmas,11/30/2017 23:59,3123,0,3
Just Pinned to Miscellaneous: IPhone X Space grey . https://t.co/oAdYECNjYw https://t.co/lnjixYIoZm,11/30/2017 23:59,1207,0,2
@ChauncySmartt Maybe the iPhone X will have this feature,11/30/2017 23:59,9,0,2
