"@UnboxTherapy @GoDaddy   IPhone X #GoDaddyGiveaway
 IPhone X",2017-12-02 23:59:46,2,0
i saw my face on the iPhone x camera https://t.co/qXVtdz97et,2017-12-02 23:59:43,101,0
RT @NeowinFeed: Face ID on the iPhone X might not be available after the iOS 11.2 update https://t.co/Uq0YHBad73 https://t.co/OpHB64kT9V,2017-12-02 23:59:39,2077,0
"RT @TheiCollection: #CONCOURS #LeNoelDeJB 

Gagne un iPhone X ! 

1️⃣ Follow @TheiCollection 
2️⃣ ReTweet ce tweet 
3️⃣ Look ça : https://t…",2017-12-02 23:59:14,51,0
RT @Apple: Say hello to the future. Order iPhone X.,2017-12-02 23:59:08,73,0
@abritinthebay I've no doubt the iPhone X is the best overall phone right now. I'm just ready for a change. Been no… https://t.co/pNV27LKM2E,2017-12-02 23:59:07,295,0
"*GIVEAWAY*: I just entered a ""iPhone X Giveaway Worldwide!  "" giveaway through https://t.co/0LI8NDF5gV. Go! Go! #VerifiedGiveaway",2017-12-02 23:59:06,324,1
IPHONE X GIVEAWAY WINNERS!!! - 2017 OPEN!: https://t.co/CLnQD771Zd via @YouTube,2017-12-02 23:59:03,3060,2
RT @_lpha: just seen myself on the iPhone X front camera. my next phone will be a 4S,2017-12-02 23:58:59,1210,0
@benChampPhoto I never loved a generation of iPhone upgrade as much as the 7 (regular size)... only complaint was n… https://t.co/lmCGUK2qV9,2017-12-02 23:58:51,655,2
RT @SnazzyQ: Don't buy iPhone X. https://t.co/bUkAR1tX1I,2017-12-02 23:58:45,445,0
Check out First Rung for your chance to win an iPhone X and &amp;pound https://t.co/BGHDUkPnw3,2017-12-02 23:58:43,1053,0
"@OneTruueGod @CODEX911 @b0ttle88 @Uphinker @ivalonn @MKBHD really,look it up iphone x barley beated it",2017-12-02 23:58:39,12,0
Help me win this awesome giveaway from @oakiwear! https://t.co/QRwUvU3dct,2017-12-02 23:58:35,551,1
"RT @MKBHD: 1: Galaxy Note 8
2: Pixel 2
3: iPhone X",2017-12-02 23:58:32,11,0
RT @kingmattdxddy: Me tryna open my iPhone X https://t.co/JKdMc6ShvN,2017-12-02 23:58:29,107,0
@LaPili_ @clarochile_cl Donaron 300 iPhone X,2017-12-02 23:58:12,68,0
RT @UnboxTherapy: Here’s your chance to win 1 of 3 flagship smartphones of your choice… Follow @UnboxTherapy and @GoDaddy + RT this tweet t…,2017-12-02 23:58:06,277,0
"Beautiful shot of full moon behind cross. Noticed the visibility was great, iPhone X camera… https://t.co/YqkYD6F675",2017-12-02 23:58:06,2428,0
RT @UnboxTherapy: Here’s your chance to win 1 of 3 flagship smartphones of your choice… Follow @UnboxTherapy and @GoDaddy + RT this tweet t…,2017-12-02 23:58:02,1,0
"RT @devwindsor: You guys ! I️ have the iPhone x and every minute I️ use it, it clicks out and resets like this. I️ tried to reset my settin…",2017-12-02 23:58:02,7733,0
"RT @MKBHD: 1: Galaxy Note 8
2: Pixel 2
3: iPhone X",2017-12-02 23:58:01,0,0
@MemeKingSupreme @TheCooleeBravo My theory: his iPhone x died so he had to resort to his android burner phone,2017-12-02 23:57:57,921,70
"RT @twinsshirt: Duluth, MN are you ready to for the best value in wireless!? Lines 3-5 free and 50% off the new iPhone X, 8 &amp; 8+!! https://…",2017-12-02 23:57:52,267,0
RT @_lpha: just seen myself on the iPhone X front camera. my next phone will be a 4S,2017-12-02 23:57:51,977,0
RT @izzydinero2: The iphone x is worth every penny,2017-12-02 23:57:45,366,0
"How Samsung Will Beat The iPhone X: All-Screen Displays, Flexible Bodies, And Graphene Batteries… https://t.co/mfVxegWiSU",2017-12-02 23:57:39,262,2
